ds,Most Likely Case,Worst Case,Best Case
2022-12-29,103.07666647696341,98.75733294843504,107.53113516925477
2022-12-30,103.20499838176873,98.58826858963147,107.51504731624836
2022-12-31,102.78900530677964,97.91314279483602,107.44857332370809
2023-01-01,102.91085249185332,97.93785865845594,107.47217707781044
2023-01-02,103.49441669315023,99.0821956758201,108.18810589524809
2023-01-03,103.76136126116766,99.02210625509018,108.60349363644664
2023-01-04,103.83670475249886,99.03131407569768,108.59264308503901
2023-01-05,103.95978169473447,99.25485649878645,108.50531349551868
2023-01-06,104.11945655815049,99.64708122707627,108.7958433030012
2023-01-07,103.73095624202679,99.53693911409141,108.33607240507438
2023-01-08,103.87562502949024,99.2851746052963,108.8188142044879
2023-01-09,104.4766032978358,99.76550076176817,109.34433446857751
2023-01-10,104.75492773521961,100.11662163368297,109.31886279623528
2023-01-11,104.83512264819215,99.97123611396437,109.88047425980224
2023-01-12,104.9561802332119,100.26359690321894,109.44825708107027
2023-01-13,105.10679019950018,100.48835345215862,109.9320288634043
2023-01-14,104.70218348594223,100.05697195611367,109.05525260656769
2023-01-15,104.82389358054212,99.95094571558631,109.66885599784895
2023-01-16,105.39543641892136,100.91206045501175,110.18180450755938
2023-01-17,105.63840644869774,101.15866523946052,110.02077037506241
2023-01-18,105.67805843371349,101.02514746341812,110.30516080548817
2023-01-19,105.75427301735864,101.00660113779524,110.10095751608276
2023-01-20,105.85676673303118,101.27554814534612,110.71267880201025
2023-01-21,105.40191165367926,100.89447937839437,110.0017009257633
2023-01-22,105.47246877580503,101.32232894304029,110.36013060119228
2023-01-23,105.99323682413501,101.39634511096244,110.52837162318662
2023-01-24,106.1871148776493,101.19224846845856,110.68474260236968
2023-01-25,106.18064928700481,101.82597170017871,110.52697960777353
2023-01-26,106.21496385628535,101.80190696274512,110.9206841434135
2023-01-27,106.28093496187536,101.35421187556457,110.76290127062856
