ds,Most Likely Case,Worst Case,Best Case
2022-12-21,563.1097778939245,549.4775169125822,576.7375885761345
2022-12-22,563.6328817142638,549.660345644901,576.4727903780315
2022-12-23,563.9578452051534,549.7743329980822,577.4792419014523
2022-12-24,561.267280886301,546.9884134345655,575.1823018509658
2022-12-25,561.5771208115132,548.9566908971066,574.6052168617696
2022-12-26,564.4273572088483,550.887457408993,578.1351614299524
2022-12-27,564.8935869254896,550.883938903223,579.2361075836656
2022-12-28,565.2771456833798,552.5627355751129,578.4168346195916
2022-12-29,565.7681396209973,552.3701921209284,579.3159709967612
2022-12-30,566.0594758681859,553.335807044,579.5984601325243
2022-12-31,563.3329685251547,549.7453347842463,577.3247164598798
2023-01-01,563.6039553623461,549.8865675437742,576.6304251505951
2023-01-02,566.4120624966736,554.0106338034817,580.1982220995933
2023-01-03,566.832762808125,552.2333045071549,580.4046507718544
2023-01-04,567.1675137777472,554.0800189999405,580.7449563188549
2023-01-05,567.6067822718956,554.2950999460546,581.3959297316002
2023-01-06,567.8440584383111,553.4891206035437,581.7475090250161
2023-01-07,565.0619358533302,551.4761832360676,578.8242615538148
2023-01-08,565.2766943247101,551.4778271934367,579.343029732025
2023-01-09,568.0290239720998,554.8263285293312,580.5741710573178
2023-01-10,568.3955379447808,555.0370973055836,581.9714873291309
2023-01-11,568.6788612255805,556.3746142572,581.9722458646232
2023-01-12,569.0706049235008,555.9423332675821,582.360299338453
2023-01-13,569.2653301426483,555.1425222695394,583.098754255702
2023-01-14,566.4465804662541,553.2444621041293,579.7835600808401
2023-01-15,566.6314212715603,553.0326718520386,580.9858769012131
2023-01-16,569.3611261583662,556.1157935882841,582.5534774830447
2023-01-17,569.7126593038824,555.9420463133798,583.0833538129021
2023-01-18,569.9887423876694,556.3448365791722,582.9773721714924
2023-01-19,570.3808163854903,556.7351826462996,584.8877383175873
2023-01-20,570.5830028849321,557.1653994388993,585.2272099205404
